m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 19.057072
16, 16, 1, 16, 16, 1, 36.355030
24, 24, 1, 24, 24, 1, 39.861591
32, 32, 1, 32, 32, 1, 76.584602
40, 40, 1, 40, 40, 1, 9.178040
48, 48, 1, 48, 48, 1, 13.873946
56, 56, 1, 56, 56, 1, 20.276953
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 9.858793
16, 16, 32, 16, 16, 2, 15.352324
24, 24, 48, 24, 24, 2, 19.017746
32, 32, 64, 32, 32, 2, 25.904922
40, 40, 80, 40, 40, 2, 27.735645
48, 48, 96, 48, 48, 2, 33.805710
56, 56, 112, 56, 56, 2, 35.737892
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 79.585495
16, 8, 8, 1, 1, 8, 130.169495
24, 8, 8, 1, 1, 8, 151.578949
32, 8, 8, 1, 1, 8, 162.110825
40, 8, 8, 1, 1, 8, 23.970037
48, 8, 8, 1, 1, 8, 22.638172
56, 8, 8, 1, 1, 8, 22.118904
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 40.959999
8, 16, 16, 1, 1, 16, 61.810863
8, 24, 24, 1, 1, 24, 72.452827
8, 32, 32, 1, 1, 32, 72.624115
8, 40, 40, 1, 1, 40, 11.045592
8, 48, 48, 1, 1, 48, 10.880755
8, 56, 56, 1, 1, 56, 11.426143
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 4.104757
16, 16, 16, 1, 16, 1, 6.864038
24, 24, 24, 1, 24, 1, 7.808404
32, 32, 32, 1, 32, 1, 9.458128
40, 40, 40, 1, 40, 1, 9.829268
48, 48, 48, 1, 48, 1, 7.347817
56, 56, 56, 1, 56, 1, 10.850273
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 5.133690
16, 16, 1, 16, 1, 16, 6.999316
24, 24, 1, 24, 1, 24, 8.067698
32, 32, 1, 32, 1, 32, 7.922886
40, 40, 1, 40, 1, 40, 8.088638
48, 48, 1, 48, 1, 48, 7.239213
56, 56, 1, 56, 1, 56, 10.764764
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 16.340425
16, 16, 16, 1, 1, 16, 36.141174
24, 24, 24, 1, 1, 24, 39.418304
32, 32, 32, 1, 1, 32, 89.693428
40, 40, 40, 1, 1, 40, 6.861309
48, 48, 48, 1, 1, 48, 8.670483
56, 56, 56, 1, 1, 56, 13.460190
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 21.942856
16, 16, 1, 16, 16, 1, 42.343212
24, 24, 1, 24, 24, 1, 39.930676
32, 32, 1, 32, 32, 1, 76.441681
40, 40, 1, 40, 40, 1, 6.868918
48, 48, 1, 48, 48, 1, 7.993755
56, 56, 1, 56, 56, 1, 12.894958
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 2.926272
16, 16, 32, 16, 16, 2, 6.265552
24, 24, 48, 24, 24, 2, 6.113568
32, 32, 64, 32, 32, 2, 36.051048
40, 40, 80, 40, 40, 2, 6.850415
48, 48, 96, 48, 48, 2, 9.455540
56, 56, 112, 56, 56, 2, 14.160145
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 22.721893
16, 8, 8, 1, 1, 8, 29.538460
24, 8, 8, 1, 1, 8, 31.540041
32, 8, 8, 1, 1, 8, 36.119930
40, 8, 8, 1, 1, 8, 5.597260
48, 8, 8, 1, 1, 8, 5.801334
56, 8, 8, 1, 1, 8, 6.471261
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 7.314286
8, 16, 16, 1, 1, 16, 25.409430
8, 24, 24, 1, 1, 24, 31.845198
8, 32, 32, 1, 1, 32, 35.929825
8, 40, 40, 1, 1, 40, 5.951643
8, 48, 48, 1, 1, 48, 8.531753
8, 56, 56, 1, 1, 56, 6.982272
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 4.478134
16, 16, 16, 1, 16, 1, 7.047488
24, 24, 24, 1, 24, 1, 7.912087
32, 32, 32, 1, 32, 1, 8.799141
40, 40, 40, 1, 40, 1, 9.194742
48, 48, 48, 1, 48, 1, 13.828494
56, 56, 56, 1, 56, 1, 19.679434
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 6.799469
16, 16, 1, 16, 1, 16, 8.882463
24, 24, 1, 24, 1, 24, 8.084210
32, 32, 1, 32, 1, 32, 8.371428
40, 40, 1, 40, 1, 40, 9.858793
48, 48, 1, 48, 1, 48, 14.524822
56, 56, 1, 56, 1, 56, 21.029337
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 18.220640
16, 16, 16, 1, 1, 16, 37.555012
24, 24, 24, 1, 1, 24, 59.279591
32, 32, 32, 1, 1, 32, 88.818214
40, 40, 40, 1, 1, 40, 24.680248
48, 48, 48, 1, 1, 48, 34.753319
56, 56, 56, 1, 1, 56, 35.792274
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 22.068964
16, 16, 1, 16, 16, 1, 46.056973
24, 24, 1, 24, 24, 1, 47.900208
32, 32, 1, 32, 32, 1, 83.705719
40, 40, 1, 40, 40, 1, 33.086334
48, 48, 1, 48, 48, 1, 35.130875
56, 56, 1, 56, 56, 1, 35.736195
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 5.714286
16, 16, 32, 16, 16, 2, 7.894129
24, 24, 48, 24, 24, 2, 7.101978
32, 32, 64, 32, 32, 2, 7.489029
40, 40, 80, 40, 40, 2, 9.956182
48, 48, 96, 48, 48, 2, 15.044075
56, 56, 112, 56, 56, 2, 20.427197
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 20.983606
16, 8, 8, 1, 1, 8, 26.301369
24, 8, 8, 1, 1, 8, 27.510448
32, 8, 8, 1, 1, 8, 28.261269
40, 8, 8, 1, 1, 8, 8.103830
48, 8, 8, 1, 1, 8, 7.914806
56, 8, 8, 1, 1, 8, 6.477108
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 8.519135
8, 16, 16, 1, 1, 16, 61.073559
8, 24, 24, 1, 1, 24, 82.580643
8, 32, 32, 1, 1, 32, 98.778137
8, 40, 40, 1, 1, 40, 28.883039
8, 48, 48, 1, 1, 48, 32.257614
8, 56, 56, 1, 1, 56, 12.036270
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 16, 1, 20.071873
32, 32, 32, 1, 32, 1, 36.279892
48, 48, 48, 1, 48, 1, 35.364544
64, 64, 64, 1, 64, 1, 36.521156
80, 80, 80, 1, 80, 1, 36.271755
96, 96, 96, 1, 96, 1, 32.109634
112, 112, 112, 1, 112, 1, 34.755947
128, 128, 128, 1, 128, 1, 29.518503
144, 144, 144, 1, 144, 1, 34.311245
160, 160, 160, 1, 160, 1, 31.604126
176, 176, 176, 1, 176, 1, 33.531975
192, 192, 192, 1, 192, 1, 30.992693
208, 208, 208, 1, 208, 1, 33.773174
224, 224, 224, 1, 224, 1, 31.680935
240, 240, 240, 1, 240, 1, 34.109497
256, 256, 256, 1, 256, 1, 25.662107
272, 272, 272, 1, 272, 1, 34.308899
288, 288, 288, 1, 288, 1, 31.712685
304, 304, 304, 1, 304, 1, 34.359329
320, 320, 320, 1, 320, 1, 31.105356
336, 336, 336, 1, 336, 1, 34.263039
352, 352, 352, 1, 352, 1, 31.789309
368, 368, 368, 1, 368, 1, 34.375607
384, 384, 384, 1, 384, 1, 28.837032
400, 400, 400, 1, 400, 1, 34.423069
416, 416, 416, 1, 416, 1, 31.661654
432, 432, 432, 1, 432, 1, 34.483398
448, 448, 448, 1, 448, 1, 30.824564
464, 464, 464, 1, 464, 1, 34.375515
480, 480, 480, 1, 480, 1, 31.494106
496, 496, 496, 1, 496, 1, 34.391140
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 1, 16, 1, 16, 20.183968
32, 32, 1, 32, 1, 32, 24.339901
48, 48, 1, 48, 1, 48, 35.305836
64, 64, 1, 64, 1, 64, 37.080456
80, 80, 1, 80, 1, 80, 35.522663
96, 96, 1, 96, 1, 96, 36.161858
112, 112, 1, 112, 1, 112, 35.992538
128, 128, 1, 128, 1, 128, 34.509583
144, 144, 1, 144, 1, 144, 36.909660
160, 160, 1, 160, 1, 160, 36.142239
176, 176, 1, 176, 1, 176, 37.116825
192, 192, 1, 192, 1, 192, 35.682320
208, 208, 1, 208, 1, 208, 37.148834
224, 224, 1, 224, 1, 224, 36.548897
240, 240, 1, 240, 1, 240, 36.976505
256, 256, 1, 256, 1, 256, 35.684135
272, 272, 1, 272, 1, 272, 37.222389
288, 288, 1, 288, 1, 288, 36.430412
304, 304, 1, 304, 1, 304, 37.444187
320, 320, 1, 320, 1, 320, 35.652840
336, 336, 1, 336, 1, 336, 37.468128
352, 352, 1, 352, 1, 352, 35.770214
368, 368, 1, 368, 1, 368, 37.510326
384, 384, 1, 384, 1, 384, 35.519547
400, 400, 1, 400, 1, 400, 37.528549
416, 416, 1, 416, 1, 416, 36.090458
432, 432, 1, 432, 1, 432, 36.660301
448, 448, 1, 448, 1, 448, 35.292778
464, 464, 1, 464, 1, 464, 36.701519
480, 480, 1, 480, 1, 480, 35.759438
496, 496, 1, 496, 1, 496, 36.817055
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 1, 16, 95.700935
32, 32, 32, 1, 1, 32, inf
48, 48, 48, 1, 1, 48, 34.823353
64, 64, 64, 1, 1, 64, 36.283913
80, 80, 80, 1, 1, 80, 35.691048
96, 96, 96, 1, 1, 96, 36.887978
112, 112, 112, 1, 1, 112, 35.926823
128, 128, 128, 1, 1, 128, 38.019802
144, 144, 144, 1, 1, 144, 36.338306
160, 160, 160, 1, 1, 160, 37.109966
176, 176, 176, 1, 1, 176, 36.507317
192, 192, 192, 1, 1, 192, 37.685383
208, 208, 208, 1, 1, 208, 37.318802
224, 224, 224, 1, 1, 224, 37.697853
240, 240, 240, 1, 1, 240, 37.439976
256, 256, 256, 1, 1, 256, 37.658596
272, 272, 272, 1, 1, 272, 37.382332
288, 288, 288, 1, 1, 288, 37.800613
304, 304, 304, 1, 1, 304, 37.565189
320, 320, 320, 1, 1, 320, 37.844280
336, 336, 336, 1, 1, 336, 37.145855
352, 352, 352, 1, 1, 352, 37.881912
368, 368, 368, 1, 1, 368, 37.441578
384, 384, 384, 1, 1, 384, 38.129749
400, 400, 400, 1, 1, 400, 37.697693
416, 416, 416, 1, 1, 416, 37.673832
432, 432, 432, 1, 1, 432, 37.627041
448, 448, 448, 1, 1, 448, 37.712021
464, 464, 464, 1, 1, 464, 36.940762
480, 480, 480, 1, 1, 480, 36.898266
496, 496, 496, 1, 1, 496, 36.683628
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 1, 16, 16, 1, 174.050995
32, 32, 1, 32, 32, 1, 364.088898
48, 48, 1, 48, 48, 1, 35.418907
64, 64, 1, 64, 64, 1, 37.242008
80, 80, 1, 80, 80, 1, 35.598404
96, 96, 1, 96, 96, 1, 32.677956
112, 112, 1, 112, 112, 1, 35.405441
128, 128, 1, 128, 128, 1, 27.014200
144, 144, 1, 144, 144, 1, 34.323311
160, 160, 1, 160, 160, 1, 30.469843
176, 176, 1, 176, 176, 1, 33.999241
192, 192, 1, 192, 192, 1, 30.473356
208, 208, 1, 208, 208, 1, 33.335773
224, 224, 1, 224, 224, 1, 30.448143
240, 240, 1, 240, 240, 1, 33.380905
256, 256, 1, 256, 256, 1, 7.519534
272, 272, 1, 272, 272, 1, 32.948895
288, 288, 1, 288, 288, 1, 30.270521
304, 304, 1, 304, 304, 1, 33.490582
320, 320, 1, 320, 320, 1, 30.356068
336, 336, 1, 336, 336, 1, 32.905571
352, 352, 1, 352, 352, 1, 29.815434
368, 368, 1, 368, 368, 1, 33.291367
384, 384, 1, 384, 384, 1, 27.139786
400, 400, 1, 400, 400, 1, 33.258759
416, 416, 1, 416, 416, 1, 29.717262
432, 432, 1, 432, 432, 1, 33.164703
448, 448, 1, 448, 448, 1, 29.745182
464, 464, 1, 464, 464, 1, 31.757305
480, 480, 1, 480, 480, 1, 29.352095
496, 496, 1, 496, 496, 1, 32.551701
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 1, 16, 116.806084
32, 16, 16, 1, 1, 16, 171.860138
48, 16, 16, 1, 1, 16, 21.482517
64, 16, 16, 1, 1, 16, 24.637594
80, 16, 16, 1, 1, 16, 26.736292
96, 16, 16, 1, 1, 16, 30.353231
112, 16, 16, 1, 1, 16, 32.807995
128, 16, 16, 1, 1, 16, 34.456360
144, 16, 16, 1, 1, 16, 34.473816
160, 16, 16, 1, 1, 16, 34.729523
176, 16, 16, 1, 1, 16, 34.672688
192, 16, 16, 1, 1, 16, 34.824997
208, 16, 16, 1, 1, 16, 34.776855
224, 16, 16, 1, 1, 16, 34.924683
240, 16, 16, 1, 1, 16, 34.860233
256, 16, 16, 1, 1, 16, 35.650974
272, 16, 16, 1, 1, 16, 34.919594
288, 16, 16, 1, 1, 16, 35.040714
304, 16, 16, 1, 1, 16, 35.000149
320, 16, 16, 1, 1, 16, 35.669083
336, 16, 16, 1, 1, 16, 35.632145
352, 16, 16, 1, 1, 16, 35.073956
368, 16, 16, 1, 1, 16, 35.028507
384, 16, 16, 1, 1, 16, 35.831165
400, 16, 16, 1, 1, 16, 35.015732
416, 16, 16, 1, 1, 16, 35.097775
432, 16, 16, 1, 1, 16, 35.029987
448, 16, 16, 1, 1, 16, 39.537586
464, 16, 16, 1, 1, 16, 35.038837
480, 16, 16, 1, 1, 16, 35.144051
496, 16, 16, 1, 1, 16, 35.100807
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 1, 16, 96.150238
16, 32, 32, 1, 1, 32, 229.682236
16, 48, 48, 1, 1, 48, 34.051357
16, 64, 64, 1, 1, 64, 33.926010
16, 80, 80, 1, 1, 80, 33.358669
16, 96, 96, 1, 1, 96, 35.797241
16, 112, 112, 1, 1, 112, 34.136044
16, 128, 128, 1, 1, 128, 36.056339
16, 144, 144, 1, 1, 144, 35.150978
16, 160, 160, 1, 1, 160, 35.547325
16, 176, 176, 1, 1, 176, 34.795860
16, 192, 192, 1, 1, 192, 36.329948
16, 208, 208, 1, 1, 208, 35.037727
16, 224, 224, 1, 1, 224, 35.717964
16, 240, 240, 1, 1, 240, 35.174232
16, 256, 256, 1, 1, 256, 36.427776
16, 272, 272, 1, 1, 272, 35.947136
16, 288, 288, 1, 1, 288, 36.449688
16, 304, 304, 1, 1, 304, 36.032967
16, 320, 320, 1, 1, 320, 35.831341
16, 336, 336, 1, 1, 336, 36.105782
16, 352, 352, 1, 1, 352, 36.479637
16, 368, 368, 1, 1, 368, 36.118084
16, 384, 384, 1, 1, 384, 35.868645
16, 400, 400, 1, 1, 400, 36.228123
16, 416, 416, 1, 1, 416, 35.903175
16, 432, 432, 1, 1, 432, 35.595993
16, 448, 448, 1, 1, 448, 36.573761
16, 464, 464, 1, 1, 464, 36.298740
16, 480, 480, 1, 1, 480, 35.955757
16, 496, 496, 1, 1, 496, 36.303059
